x,y
0.5,1.5158762049926087
0.5510204081632653,1.6891179707059263
0.6020408163265306,1.814796490372676
0.653061224489796,1.9740206903857083
0.7040816326530612,2.1185522125085225
0.7551020408163265,2.268806814581972
0.8061224489795918,2.4319392990054562
0.8571428571428572,2.5732647717710466
0.9081632653061225,2.7306396095752077
0.9591836734693877,2.8849949196803246
1.010204081632653,3.0415171995344847
1.0612244897959184,3.1951516357578056
1.1122448979591837,3.336866425191898
1.163265306122449,3.529786531079473
1.2142857142857144,3.7001284251792312
1.2653061224489797,3.7968716802217473
1.316326530612245,4.030681140623737
1.3673469387755102,4.108707869900244
1.4183673469387754,4.270463336652626
1.469387755102041,4.432472315653033
1.5204081632653061,4.576704124938812
1.5714285714285714,4.759621218578859
1.6224489795918369,4.92134021964712
1.6734693877551021,5.027719014918823
1.7244897959183674,5.191257039401808
1.7755102040816326,5.328086189504532
1.8265306122448979,5.513501518617686
1.8775510204081634,5.641419688372988
1.9285714285714286,5.849098073550808
1.9795918367346939,5.96112404364963
2.0306122448979593,6.095358990991645
2.0816326530612246,6.297360138501362
2.13265306122449,6.4380636644015645
2.183673469387755,6.600724448123586
2.2346938775510203,6.7061710790572935
2.2857142857142856,6.929069644502065
2.336734693877551,7.078424187479825
2.387755102040816,7.252562751333555
2.438775510204082,7.327206724690917
2.489795918367347,7.5438271644250525
2.5408163265306123,7.6508901709481405
2.5918367346938775,7.788013415064045
2.642857142857143,7.991330542852646
2.693877551020408,8.108450683048272
2.7448979591836737,8.243721572139378
2.795918367346939,8.394126339695744
2.8469387755102042,8.583239612511477
2.8979591836734695,8.70997244195911
2.9489795918367347,8.862887461874806
3.0,9.004678124040543
