x,y
0.5,1.5393562603129824
0.5510204081632653,1.61666568056378
0.6020408163265306,1.7535245103369008
0.653061224489796,1.94728151742357
0.7040816326530612,2.0499089558886916
0.7551020408163265,2.1303807183936136
0.8061224489795918,2.296746303411055
0.8571428571428572,2.388326213346403
0.9081632653061225,2.48912355990667
0.9591836734693877,2.608090360272335
1.010204081632653,2.7143521096134853
1.0612244897959184,2.8482184663663603
1.1122448979591837,2.9589766570937917
1.163265306122449,3.026961412953835
1.2142857142857144,3.102951386816842
1.2653061224489797,3.191730692895096
1.316326530612245,3.278524062232458
1.3673469387755102,3.33003100542523
1.4183673469387754,3.4132038586320097
1.469387755102041,3.4885756404001076
1.5204081632653061,3.5199337309863594
1.5714285714285714,3.604201421958314
1.6224489795918369,3.6464811755158273
1.6734693877551021,3.6967129502087297
1.7244897959183674,3.730951061805926
1.7755102040816326,3.7570865278836534
1.8265306122448979,3.7834089388881336
1.8775510204081634,3.8258473270317017
1.9285714285714286,3.8026727947076737
1.9795918367346939,3.9019912375265244
2.0306122448979593,3.8332396517098437
2.0816326530612246,3.842140322808474
2.13265306122449,3.912328979613592
2.183673469387755,3.8393432475545244
2.2346938775510203,3.8608825765049137
2.2857142857142856,3.7972244780879163
2.336734693877551,3.84321956241834
2.387755102040816,3.7716020551677882
2.438775510204082,3.7486735451871875
2.489795918367347,3.707381589348152
2.5408163265306123,3.684767195643432
2.5918367346938775,3.6507031583489695
2.642857142857143,3.601291848193032
2.693877551020408,3.5658135241850513
2.7448979591836737,3.539681020393235
2.795918367346939,3.473950454786467
2.8469387755102042,3.428439107451572
2.8979591836734695,3.387365085929878
2.9489795918367347,3.339426869919142
3.0,3.323846084112738
