x,y
0.5,2.5565638813227958
0.5510204081632653,2.668832309699377
0.6020408163265306,2.8787375891219913
0.653061224489796,3.2314531379108624
0.7040816326530612,3.6956201445089816
0.7551020408163265,4.298493863478387
0.8061224489795918,5.035088721641845
0.8571428571428572,5.8210917515370735
0.9081632653061225,6.710430231875986
0.9591836734693877,7.572383430971162
1.010204081632653,8.48007932401122
1.0612244897959184,9.38890901854341
1.1122448979591837,10.107140990023428
1.163265306122449,10.809644665155307
1.2142857142857144,11.39649758114327
1.2653061224489797,11.875351109541567
1.316326530612245,12.22600715626195
1.3673469387755102,12.500422048475551
1.4183673469387754,12.646012901999937
1.469387755102041,12.664708311783592
1.5204081632653061,12.74568453394409
1.5714285714285714,12.676380662039213
1.6224489795918369,12.693120718168421
1.6734693877551021,12.724486192223203
1.7244897959183674,12.877431363143131
1.7755102040816326,13.138993495438031
1.8265306122448979,13.439633753759773
1.8775510204081634,13.960588735312426
1.9285714285714286,14.575573527372976
1.9795918367346939,15.406950357213846
2.0306122448979593,16.296075801060237
2.0816326530612246,17.38423679549554
2.13265306122449,18.484751609807613
2.183673469387755,19.657779711981878
2.2346938775510203,20.911343515578352
2.2857142857142856,22.13990602223413
2.336734693877551,23.304010939094084
2.387755102040816,24.47334735561174
2.438775510204082,25.550666894943657
2.489795918367347,26.505422391673196
2.5408163265306123,27.386658334447834
2.5918367346938775,28.187937528319182
2.642857142857143,28.869113735449204
2.693877551020408,29.509408291571326
2.7448979591836737,30.104431732052213
2.795918367346939,30.679119904200707
2.8469387755102042,31.329970149814983
2.8979591836734695,32.00650454985718
2.9489795918367347,32.73819824306849
3.0,33.58070564999825
